,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryAddition,YearlyHollidayDays,DrivingKilometers
1214,No,44.0,Travel_Rarely,921.0,Research & Development,2.0,3,Life Sciences,3.0,Female,96.0,4.0,3.0,Healthcare Representative,4.0,Married,7879.0,14810.0,1.0,Y,Yes,19.0,3.0,2.0,80.0,1,9.0,2.0,3.0,8.0,7.0,6.0,7.0,1003.7235985628888,10.0,
1215,No,35.0,Travel_Frequently,146.0,Research & Development,2.0,4,Medical,1.0,Male,79.0,2.0,1.0,Research Scientist,4.0,Single,4930.0,13970.0,0.0,Y,Yes,14.0,3.0,3.0,80.0,0,6.0,2.0,4.0,5.0,4.0,1.0,4.0,601.7350317184394,,
1216,No,43.0,Travel_Rarely,1179.0,Sales,2.0,3,Medical,4.0,Male,73.0,3.0,2.0,Sales Executive,4.0,Married,7847.0,6069.0,1.0,Y,Yes,17.0,3.0,1.0,80.0,1,10.0,3.0,3.0,10.0,9.0,8.0,8.0,1058.131707819049,22.0,
1217,No,24.0,Travel_Rarely,581.0,Research & Development,9.0,3,Medical,3.0,Male,62.0,4.0,1.0,Research Scientist,3.0,Married,4401.0,17616.0,1.0,Y,No,16.0,3.0,4.0,80.0,1,5.0,1.0,3.0,5.0,3.0,0.0,4.0,1612.9115675270637,22.0,
1218,No,41.0,Travel_Rarely,918.0,Sales,6.0,3,Marketing,4.0,Male,35.0,3.0,3.0,Sales Executive,3.0,Single,9241.0,15869.0,1.0,Y,No,12.0,3.0,2.0,80.0,0,10.0,3.0,3.0,10.0,8.0,8.0,7.0,1536.569887494772,,
1219,No,29.0,Travel_Rarely,1082.0,Research & Development,9.0,4,Medical,4.0,Female,43.0,3.0,1.0,Laboratory Technician,3.0,Married,2974.0,25412.0,9.0,Y,No,17.0,3.0,3.0,80.0,1,9.0,,3.0,5.0,3.0,1.0,2.0,696.5910634795177,,
1220,No,36.0,Travel_Rarely,530.0,Sales,2.0,4,Life Sciences,3.0,Female,51.0,3.0,2.0,Sales Representative,4.0,Single,4502.0,7439.0,3.0,Y,No,15.0,3.0,3.0,80.0,0,17.0,,2.0,13.0,7.0,6.0,7.0,1469.2412931075335,,
1221,No,45.0,Non-Travel,1238.0,Research & Development,1.0,1,Life Sciences,3.0,Male,74.0,2.0,3.0,Healthcare Representative,3.0,Married,10748.0,3395.0,3.0,Y,No,23.0,4.0,4.0,80.0,1,25.0,3.0,2.0,23.0,15.0,14.0,4.0,1629.7313488387865,,0.8314469079855651
1222,Yes,24.0,Travel_Rarely,240.0,Human Resources,22.0,1,Human Resources,4.0,Male,58.0,1.0,1.0,Human Resources,3.0,Married,1555.0,11585.0,1.0,Y,No,11.0,3.0,3.0,80.0,1,1.0,,3.0,1.0,0.0,0.0,0.0,581.9334535234591,10.0,
1223,Yes,47.0,Travel_Frequently,1093.0,Sales,9.0,3,Life Sciences,3.0,Male,82.0,1.0,4.0,Sales Executive,3.0,Married,12936.0,24164.0,7.0,Y,No,11.0,3.0,3.0,80.0,0,25.0,3.0,1.0,23.0,5.0,14.0,10.0,1215.190122168091,10.0,
1224,No,26.0,Travel_Rarely,390.0,Research & Development,17.0,4,Medical,4.0,Male,62.0,1.0,1.0,Laboratory Technician,3.0,Married,2305.0,6217.0,1.0,Y,No,15.0,3.0,3.0,80.0,3,3.0,3.0,4.0,3.0,2.0,0.0,2.0,913.0409706209878,,
1225,No,45.0,Travel_Rarely,1005.0,Research & Development,28.0,2,Technical Degree,4.0,Female,48.0,2.0,4.0,Research Director,2.0,Single,16704.0,17119.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,21.0,2.0,3.0,21.0,6.0,8.0,6.0,1206.0812931687822,25.0,
1226,No,32.0,Travel_Frequently,585.0,Research & Development,10.0,3,Life Sciences,1.0,Male,56.0,3.0,1.0,Research Scientist,3.0,Married,3433.0,17360.0,6.0,Y,No,13.0,3.0,1.0,80.0,1,10.0,3.0,2.0,5.0,2.0,1.0,3.0,114.87835446709641,25.0,
1227,No,31.0,Travel_Rarely,741.0,Research & Development,2.0,4,Life Sciences,2.0,Male,69.0,3.0,1.0,Laboratory Technician,3.0,Married,3477.0,18103.0,1.0,Y,No,14.0,3.0,4.0,80.0,1,6.0,2.0,4.0,5.0,2.0,0.0,3.0,868.3521282297215,,
1228,No,41.0,Non-Travel,552.0,Human Resources,4.0,3,Human Resources,3.0,Male,60.0,1.0,2.0,Human Resources,2.0,Married,6430.0,20794.0,6.0,Y,No,19.0,3.0,2.0,80.0,1,10.0,4.0,3.0,3.0,2.0,1.0,2.0,406.2339194151251,22.0,
1229,No,40.0,Travel_Rarely,369.0,Research & Development,8.0,2,Life Sciences,2.0,Female,92.0,3.0,2.0,Manufacturing Director,1.0,Married,6516.0,5041.0,2.0,Y,Yes,16.0,3.0,2.0,80.0,1,18.0,3.0,3.0,1.0,0.0,0.0,0.0,1040.4632214637504,15.0,0.6521040429372997
1230,No,24.0,Travel_Rarely,506.0,Research & Development,29.0,1,Medical,2.0,Male,91.0,3.0,1.0,Laboratory Technician,1.0,Divorced,3907.0,3622.0,1.0,Y,No,13.0,3.0,2.0,80.0,3,6.0,2.0,4.0,6.0,2.0,1.0,2.0,850.0890669037059,,
1231,No,46.0,Travel_Rarely,717.0,Research & Development,13.0,4,Life Sciences,3.0,Male,34.0,3.0,2.0,Healthcare Representative,2.0,Single,5562.0,9697.0,6.0,Y,No,14.0,3.0,4.0,80.0,0,19.0,3.0,3.0,10.0,7.0,0.0,9.0,281.16658769029596,22.0,0.7578130460079124
1232,No,35.0,Travel_Rarely,1370.0,Research & Development,27.0,4,Life Sciences,4.0,Male,49.0,3.0,2.0,Manufacturing Director,3.0,Married,6883.0,5151.0,2.0,Y,No,16.0,3.0,2.0,80.0,1,17.0,3.0,3.0,7.0,7.0,0.0,7.0,762.8394237865855,,
1233,No,30.0,Travel_Rarely,793.0,Research & Development,16.0,1,Life Sciences,2.0,Male,33.0,3.0,1.0,Research Scientist,4.0,Married,2862.0,3811.0,1.0,Y,No,12.0,3.0,2.0,80.0,1,10.0,,2.0,10.0,0.0,0.0,8.0,985.1358917840877,10.0,
1234,No,47.0,Non-Travel,543.0,Sales,2.0,4,Marketing,3.0,Male,87.0,3.0,2.0,Sales Executive,2.0,Married,4978.0,3536.0,7.0,Y,No,11.0,3.0,4.0,80.0,1,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1744.8429217987664,10.0,
1235,No,46.0,Travel_Rarely,1277.0,Sales,2.0,3,Life Sciences,3.0,Male,74.0,3.0,3.0,Sales Executive,4.0,Divorced,10368.0,5596.0,4.0,Y,Yes,12.0,3.0,2.0,80.0,1,13.0,5.0,2.0,10.0,6.0,0.0,3.0,898.4174372363688,22.0,
1236,Yes,36.0,Travel_Rarely,1456.0,Sales,13.0,5,Marketing,2.0,Male,96.0,2.0,2.0,Sales Executive,1.0,Divorced,6134.0,8658.0,5.0,Y,Yes,13.0,3.0,2.0,80.0,3,16.0,3.0,3.0,2.0,2.0,2.0,2.0,1077.968596255212,,0.6782227586203058
1237,Yes,32.0,Travel_Rarely,964.0,Sales,1.0,2,Life Sciences,1.0,Male,34.0,1.0,2.0,Sales Executive,2.0,Single,6735.0,12147.0,6.0,Y,No,15.0,3.0,2.0,80.0,0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,940.7200387355714,25.0,0.6218563040583349
1238,No,23.0,Travel_Rarely,160.0,Research & Development,4.0,1,Medical,3.0,Female,51.0,3.0,1.0,Laboratory Technician,2.0,Single,3295.0,12862.0,1.0,Y,No,13.0,3.0,3.0,80.0,0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,647.913125759015,10.0,
1239,No,31.0,Travel_Frequently,163.0,Research & Development,24.0,1,Technical Degree,4.0,Female,30.0,3.0,2.0,Manufacturing Director,4.0,Single,5238.0,6670.0,2.0,Y,No,20.0,4.0,4.0,80.0,0,9.0,3.0,2.0,5.0,4.0,1.0,4.0,1081.6087631168994,22.0,
1240,No,39.0,Non-Travel,792.0,Research & Development,1.0,3,Life Sciences,4.0,Male,77.0,3.0,2.0,Laboratory Technician,4.0,Married,6472.0,8989.0,1.0,Y,Yes,15.0,3.0,4.0,80.0,1,9.0,2.0,3.0,9.0,8.0,5.0,8.0,1445.573443429302,,
1241,No,32.0,Travel_Rarely,371.0,Sales,19.0,3,Life Sciences,4.0,Male,80.0,1.0,3.0,Sales Executive,3.0,Married,9610.0,3840.0,3.0,Y,No,13.0,3.0,3.0,80.0,1,10.0,2.0,1.0,4.0,3.0,0.0,2.0,631.7222135642676,22.0,
1242,No,40.0,Travel_Rarely,611.0,Sales,7.0,4,Medical,2.0,Male,88.0,3.0,5.0,Manager,2.0,Single,19833.0,4349.0,1.0,Y,No,14.0,3.0,2.0,80.0,0,21.0,3.0,2.0,21.0,8.0,12.0,8.0,201.370581750484,,
1243,No,45.0,Travel_Rarely,176.0,Human Resources,4.0,3,Life Sciences,3.0,Female,56.0,1.0,3.0,Human Resources,3.0,Married,9756.0,6595.0,,Y,No,21.0,4.0,3.0,80.0,2,9.0,2.0,4.0,5.0,0.0,0.0,3.0,1205.9529035980636,,
1244,No,30.0,Travel_Frequently,1312.0,Research & Development,2.0,4,Technical Degree,4.0,Female,78.0,2.0,1.0,Research Scientist,1.0,Single,4968.0,26427.0,0.0,Y,No,16.0,3.0,4.0,80.0,0,10.0,2.0,3.0,9.0,7.0,0.0,7.0,1198.6759235899121,,
1245,No,24.0,Travel_Frequently,897.0,Human Resources,10.0,3,Medical,1.0,Male,59.0,3.0,1.0,Human Resources,4.0,Married,2145.0,2097.0,0.0,Y,No,14.0,3.0,4.0,80.0,1,3.0,2.0,3.0,2.0,2.0,2.0,1.0,967.0312407112572,22.0,
1246,Yes,30.0,Travel_Frequently,600.0,Human Resources,8.0,3,Human Resources,3.0,Female,66.0,2.0,1.0,Human Resources,4.0,Divorced,2180.0,9732.0,6.0,Y,No,11.0,3.0,3.0,80.0,1,6.0,0.0,2.0,4.0,2.0,1.0,2.0,1045.8299155126188,,0.7294240354579491
1247,No,31.0,Travel_Rarely,1003.0,Sales,5.0,3,Technical Degree,1.0,Male,51.0,3.0,2.0,Sales Executive,3.0,Married,8346.0,20943.0,1.0,Y,No,19.0,3.0,3.0,80.0,1,6.0,3.0,3.0,5.0,2.0,0.0,2.0,1293.8342092584717,,
1248,No,27.0,Travel_Rarely,1054.0,Research & Development,8.0,3,Medical,3.0,Female,67.0,3.0,1.0,Research Scientist,4.0,Single,3445.0,6152.0,1.0,Y,No,11.0,3.0,3.0,80.0,0,6.0,5.0,2.0,6.0,2.0,1.0,4.0,1264.3163451623204,15.0,
1249,Yes,29.0,Travel_Rarely,428.0,Sales,9.0,3,Marketing,2.0,Female,52.0,1.0,1.0,Sales Representative,2.0,Single,2760.0,14630.0,1.0,Y,No,13.0,3.0,3.0,80.0,0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,946.9117761598626,10.0,
1250,No,29.0,Travel_Frequently,461.0,Research & Development,1.0,3,Life Sciences,4.0,Male,70.0,4.0,2.0,Healthcare Representative,3.0,Single,6294.0,23060.0,8.0,Y,Yes,12.0,3.0,4.0,80.0,0,10.0,,4.0,3.0,2.0,0.0,2.0,1292.2908229611583,10.0,
1251,No,30.0,Travel_Rarely,979.0,Sales,15.0,2,Marketing,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,3088.0,2.0,Y,No,11.0,3.0,1.0,80.0,1,12.0,2.0,3.0,7.0,7.0,1.0,7.0,377.83400101987615,60.0,
1252,No,34.0,Travel_Rarely,181.0,Research & Development,2.0,4,Medical,4.0,Male,97.0,4.0,1.0,Research Scientist,4.0,Married,2932.0,5586.0,0.0,Y,Yes,14.0,3.0,1.0,80.0,3,6.0,3.0,3.0,5.0,0.0,1.0,2.0,326.3772632432093,22.0,
1253,No,33.0,Non-Travel,1283.0,Sales,2.0,3,Marketing,4.0,Female,62.0,3.0,2.0,Sales Executive,2.0,Single,5147.0,10697.0,8.0,Y,No,15.0,3.0,4.0,80.0,0,13.0,,2.0,11.0,7.0,1.0,7.0,1049.7160371839245,10.0,
1254,No,49.0,Travel_Rarely,1313.0,Sales,11.0,4,Marketing,4.0,Female,80.0,3.0,2.0,Sales Executive,4.0,Single,4507.0,8191.0,3.0,Y,No,12.0,3.0,3.0,80.0,0,8.0,,4.0,5.0,1.0,0.0,4.0,1170.002480242398,,0.7005222979863579
1255,Yes,33.0,Travel_Rarely,211.0,Sales,16.0,3,Life Sciences,1.0,Female,74.0,3.0,3.0,Sales Executive,1.0,Single,8564.0,10092.0,2.0,Y,Yes,20.0,4.0,3.0,80.0,0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,1347.4198760813151,22.0,
1256,No,38.0,Travel_Frequently,594.0,Research & Development,2.0,2,Medical,3.0,Female,75.0,2.0,1.0,Laboratory Technician,2.0,Married,2468.0,15963.0,4.0,Y,No,14.0,3.0,2.0,80.0,1,9.0,4.0,2.0,6.0,1.0,0.0,5.0,1345.4430203315328,10.0,
1257,Yes,31.0,Travel_Rarely,1079.0,Sales,16.0,4,Marketing,1.0,Male,70.0,3.0,3.0,Sales Executive,3.0,Married,8161.0,19002.0,2.0,Y,No,13.0,3.0,1.0,80.0,3,10.0,2.0,3.0,1.0,0.0,0.0,0.0,1099.39715589143,,
1258,No,29.0,Travel_Rarely,590.0,Research & Development,4.0,3,Technical Degree,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,Divorced,2109.0,10007.0,1.0,Y,No,13.0,3.0,3.0,80.0,1,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1756.99773868272,10.0,
1259,No,30.0,Travel_Rarely,305.0,Research & Development,16.0,3,Life Sciences,3.0,Male,58.0,4.0,2.0,Healthcare Representative,3.0,Married,5294.0,9128.0,3.0,Y,No,16.0,3.0,3.0,80.0,1,10.0,3.0,3.0,7.0,0.0,1.0,7.0,2244.231246109661,22.0,
1260,No,32.0,Non-Travel,953.0,Research & Development,5.0,4,Technical Degree,2.0,Male,65.0,3.0,1.0,Research Scientist,2.0,Single,2718.0,17674.0,2.0,Y,No,14.0,3.0,2.0,80.0,0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,967.4635186681832,10.0,
1261,No,38.0,Travel_Rarely,833.0,Research & Development,18.0,3,Medical,2.0,Male,60.0,1.0,2.0,Healthcare Representative,4.0,Married,5811.0,24539.0,3.0,Y,Yes,16.0,3.0,3.0,80.0,1,15.0,,3.0,1.0,0.0,1.0,0.0,1402.7986234407424,22.0,
1262,Yes,43.0,Travel_Frequently,807.0,Research & Development,17.0,3,Technical Degree,3.0,Male,38.0,2.0,1.0,Research Scientist,3.0,Married,2437.0,15587.0,9.0,Y,Yes,16.0,3.0,4.0,80.0,1,6.0,,3.0,1.0,0.0,0.0,0.0,887.5491739744477,,
1263,No,42.0,Travel_Rarely,855.0,Research & Development,12.0,3,Medical,2.0,Male,57.0,3.0,1.0,Laboratory Technician,2.0,Divorced,2766.0,8952.0,8.0,Y,No,22.0,4.0,2.0,80.0,3,7.0,6.0,2.0,5.0,3.0,0.0,4.0,1152.6381260602652,15.0,
1264,No,55.0,Travel_Rarely,478.0,Research & Development,2.0,3,Medical,3.0,Male,60.0,2.0,5.0,Research Director,1.0,Married,19038.0,19805.0,8.0,Y,No,12.0,3.0,2.0,80.0,3,34.0,2.0,3.0,1.0,0.0,0.0,0.0,,25.0,
1265,No,33.0,Non-Travel,775.0,Research & Development,4.0,3,Technical Degree,4.0,Male,90.0,3.0,2.0,Research Scientist,2.0,Divorced,3055.0,6194.0,5.0,Y,No,15.0,3.0,4.0,80.0,2,11.0,,2.0,9.0,8.0,,7.0,1545.52454666251,25.0,
1266,No,41.0,Travel_Rarely,548.0,Research & Development,9.0,4,Life Sciences,3.0,Male,94.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2289.0,20520.0,1.0,Y,No,20.0,4.0,2.0,80.0,2,5.0,,3.0,5.0,3.0,0.0,4.0,781.8401238482325,15.0,1.969744600977724
1267,No,34.0,Non-Travel,1375.0,Sales,10.0,3,Life Sciences,4.0,Male,87.0,3.0,2.0,Sales Executive,3.0,Divorced,4001.0,12313.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,1,15.0,3.0,3.0,15.0,14.0,0.0,7.0,1354.4985747521694,,
1268,No,53.0,Non-Travel,661.0,Research & Development,1.0,4,Medical,1.0,Female,60.0,2.0,4.0,Manufacturing Director,3.0,Married,12965.0,22308.0,4.0,Y,Yes,20.0,4.0,4.0,80.0,3,27.0,,2.0,3.0,2.0,0.0,2.0,,,
1269,No,43.0,Travel_Rarely,244.0,Human Resources,2.0,3,Life Sciences,2.0,Male,97.0,3.0,1.0,Human Resources,4.0,Single,3539.0,5033.0,0.0,Y,No,13.0,3.0,2.0,80.0,0,10.0,5.0,3.0,9.0,7.0,1.0,8.0,1390.181169151996,15.0,3.1135823175724155
1270,No,34.0,Travel_Rarely,511.0,Sales,3.0,2,Life Sciences,4.0,Female,32.0,1.0,2.0,Sales Executive,4.0,Single,6029.0,25353.0,,Y,No,12.0,3.0,1.0,80.0,0,6.0,,3.0,2.0,2.0,2.0,2.0,859.0644664074497,18.0,
1271,Yes,21.0,Travel_Rarely,337.0,Sales,7.0,1,Marketing,2.0,Male,31.0,3.0,1.0,Sales Representative,2.0,Single,2679.0,4567.0,1.0,Y,No,13.0,3.0,2.0,80.0,0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,944.518571891253,,
1272,No,38.0,Travel_Rarely,1153.0,Research & Development,6.0,2,Other,4.0,Female,40.0,2.0,1.0,Laboratory Technician,3.0,Married,3702.0,16376.0,1.0,Y,No,11.0,3.0,2.0,80.0,1,5.0,,3.0,5.0,4.0,0.0,4.0,1708.502770535539,10.0,
1273,Yes,22.0,Travel_Rarely,1294.0,Research & Development,8.0,1,Medical,3.0,Female,79.0,3.0,1.0,Laboratory Technician,1.0,Married,2398.0,15999.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,296.1572555928602,,1.0441046932321711
1274,No,31.0,Travel_Rarely,196.0,Sales,29.0,4,Marketing,1.0,Female,91.0,2.0,2.0,Sales Executive,4.0,Married,5468.0,13402.0,1.0,Y,No,14.0,3.0,1.0,80.0,2,13.0,3.0,3.0,12.0,7.0,,7.0,1046.6022052390776,15.0,
1275,No,51.0,Travel_Rarely,942.0,Research & Development,3.0,3,Technical Degree,1.0,Female,53.0,3.0,3.0,Manager,3.0,Married,13116.0,22984.0,2.0,Y,No,11.0,3.0,4.0,80.0,0,15.0,,3.0,2.0,2.0,2.0,2.0,,22.0,1.6516003192896376
1276,No,37.0,Travel_Rarely,589.0,Sales,9.0,2,Marketing,2.0,Male,46.0,2.0,2.0,Sales Executive,2.0,Married,4189.0,8800.0,1.0,Y,No,14.0,3.0,1.0,80.0,2,5.0,2.0,3.0,5.0,2.0,,3.0,661.7710808462181,,
1277,No,46.0,Travel_Rarely,734.0,Research & Development,2.0,4,Medical,3.0,Male,46.0,3.0,5.0,Research Director,4.0,Divorced,19328.0,14218.0,7.0,Y,Yes,17.0,3.0,3.0,80.0,1,24.0,3.0,3.0,2.0,1.0,,2.0,1422.9759951299802,25.0,
1278,No,36.0,Travel_Rarely,1383.0,Research & Development,10.0,3,Life Sciences,4.0,Male,90.0,3.0,3.0,Healthcare Representative,1.0,Married,8321.0,25949.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,1,15.0,1.0,3.0,12.0,8.0,5.0,7.0,1191.887945209429,,
1279,Yes,44.0,Travel_Frequently,429.0,Research & Development,1.0,2,Medical,3.0,Male,99.0,3.0,1.0,Research Scientist,2.0,Divorced,2342.0,11092.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,3,6.0,2.0,2.0,5.0,3.0,2.0,3.0,1292.9252845503634,10.0,
1280,No,37.0,Travel_Rarely,1239.0,Human Resources,8.0,2,Other,3.0,Male,89.0,3.0,2.0,Human Resources,2.0,Divorced,4071.0,12832.0,2.0,Y,No,13.0,3.0,3.0,80.0,0,19.0,4.0,2.0,10.0,0.0,4.0,7.0,1112.2575455773301,22.0,
1281,Yes,35.0,Travel_Rarely,303.0,Sales,27.0,3,Life Sciences,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,13492.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0,10.0,2.0,3.0,10.0,7.0,7.0,7.0,1549.7570129216508,10.0,
1282,No,33.0,Travel_Rarely,867.0,Research & Development,8.0,4,Life Sciences,4.0,Male,90.0,4.0,1.0,Research Scientist,1.0,Married,3143.0,6076.0,6.0,Y,No,19.0,3.0,2.0,80.0,1,14.0,1.0,3.0,10.0,8.0,7.0,6.0,1396.3391917278427,22.0,
1283,No,28.0,Travel_Rarely,1181.0,Research & Development,1.0,3,Life Sciences,3.0,Male,82.0,3.0,1.0,Research Scientist,4.0,Married,2044.0,5531.0,1.0,Y,No,11.0,3.0,3.0,80.0,1,5.0,6.0,4.0,5.0,3.0,0.0,3.0,1089.6768484698077,22.0,1.847818723889746
1284,No,39.0,Travel_Rarely,1253.0,Research & Development,10.0,1,Medical,3.0,Male,65.0,3.0,3.0,Research Director,3.0,Single,13464.0,7914.0,7.0,Y,No,21.0,4.0,3.0,80.0,0,9.0,3.0,3.0,4.0,3.0,2.0,2.0,769.2584116280473,,0.7322787568105884
1285,No,46.0,Non-Travel,849.0,Sales,26.0,2,Life Sciences,2.0,Male,98.0,2.0,2.0,Sales Executive,2.0,Single,7991.0,25166.0,8.0,Y,No,15.0,3.0,3.0,80.0,0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,583.6191557011543,,
1286,No,40.0,Travel_Rarely,616.0,Research & Development,2.0,2,Life Sciences,3.0,Female,99.0,3.0,1.0,Laboratory Technician,1.0,Married,3377.0,25605.0,4.0,Y,No,17.0,3.0,4.0,80.0,1,7.0,5.0,2.0,4.0,3.0,0.0,2.0,1302.454710973505,,
1287,No,42.0,Travel_Rarely,1128.0,Research & Development,13.0,3,Medical,2.0,Male,95.0,4.0,2.0,Healthcare Representative,1.0,Married,5538.0,5696.0,5.0,Y,No,18.0,3.0,3.0,80.0,2,10.0,2.0,2.0,0.0,0.0,0.0,0.0,978.351826849621,10.0,
1288,No,35.0,Non-Travel,1180.0,Research & Development,2.0,2,Medical,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,24442.0,2.0,Y,No,14.0,3.0,3.0,80.0,1,15.0,6.0,3.0,7.0,7.0,1.0,7.0,1361.3129714438671,,0.8624692117735591
1289,No,38.0,Non-Travel,1336.0,Human Resources,2.0,3,Human Resources,1.0,Male,100.0,3.0,1.0,Human Resources,2.0,Divorced,2592.0,7129.0,5.0,Y,No,13.0,3.0,4.0,80.0,3,13.0,,3.0,11.0,10.0,3.0,8.0,1181.5134804029979,,
1290,Yes,34.0,Travel_Frequently,234.0,Research & Development,9.0,4,Life Sciences,4.0,Male,93.0,3.0,2.0,Laboratory Technician,1.0,Married,5346.0,6208.0,4.0,Y,No,17.0,3.0,3.0,80.0,1,11.0,3.0,2.0,7.0,1.0,0.0,7.0,557.9619169047426,,
1291,Yes,37.0,Travel_Rarely,370.0,Research & Development,10.0,4,Medical,4.0,Male,58.0,3.0,2.0,Manufacturing Director,1.0,Single,4213.0,4992.0,1.0,Y,No,15.0,3.0,2.0,80.0,0,10.0,4.0,1.0,10.0,3.0,0.0,8.0,1200.6805804688836,25.0,
1292,No,39.0,Travel_Frequently,766.0,Sales,20.0,3,Life Sciences,3.0,Male,83.0,3.0,2.0,Sales Executive,4.0,Divorced,4127.0,19188.0,2.0,Y,No,18.0,3.0,4.0,80.0,1,7.0,6.0,3.0,2.0,1.0,2.0,2.0,942.4104841865899,15.0,0.7121345716371281
1293,No,43.0,Non-Travel,343.0,Research & Development,9.0,3,Life Sciences,1.0,Male,52.0,3.0,1.0,Research Scientist,3.0,Single,2438.0,24978.0,4.0,Y,No,13.0,3.0,3.0,80.0,0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,954.869077540956,,1.5665322557688905
1294,No,41.0,Travel_Rarely,447.0,Research & Development,5.0,3,Life Sciences,2.0,Male,85.0,4.0,2.0,Healthcare Representative,2.0,Single,6870.0,15530.0,3.0,Y,No,12.0,3.0,1.0,80.0,0,11.0,3.0,1.0,3.0,2.0,,2.0,1104.8902466277082,,
1295,No,41.0,Travel_Rarely,796.0,Sales,4.0,1,Marketing,3.0,Female,81.0,3.0,3.0,Sales Executive,3.0,Divorced,10447.0,26458.0,0.0,Y,Yes,13.0,3.0,4.0,80.0,1,23.0,3.0,4.0,22.0,14.0,13.0,5.0,1326.0936125172966,,
1296,No,30.0,Travel_Rarely,1092.0,Research & Development,10.0,3,Medical,1.0,Female,64.0,3.0,3.0,Manufacturing Director,3.0,Single,9667.0,2739.0,9.0,Y,No,14.0,3.0,2.0,80.0,0,9.0,3.0,3.0,7.0,7.0,0.0,2.0,1016.8028976976993,,
1297,Yes,26.0,Travel_Rarely,920.0,Human Resources,20.0,2,Medical,4.0,Female,69.0,3.0,1.0,Human Resources,2.0,Married,2148.0,6889.0,0.0,Y,Yes,11.0,3.0,3.0,80.0,0,6.0,,3.0,5.0,1.0,1.0,4.0,873.1382201194788,18.0,
1298,Yes,46.0,Travel_Rarely,261.0,Research & Development,21.0,2,Medical,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,10842.0,4.0,Y,No,22.0,4.0,4.0,80.0,1,13.0,2.0,4.0,9.0,7.0,3.0,7.0,943.5109244838322,10.0,
1299,No,40.0,Travel_Rarely,1194.0,Research & Development,1.0,3,Life Sciences,3.0,Female,52.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6513.0,9060.0,4.0,Y,No,17.0,3.0,4.0,80.0,1,12.0,3.0,3.0,5.0,3.0,0.0,3.0,1863.371705327092,30.0,
1300,No,34.0,Travel_Rarely,810.0,Sales,8.0,2,Technical Degree,2.0,Male,92.0,4.0,2.0,Sales Executive,3.0,Married,6799.0,22128.0,1.0,Y,No,21.0,4.0,3.0,80.0,2,10.0,5.0,3.0,10.0,8.0,4.0,8.0,-101.440537965962,10.0,
1301,No,58.0,Non-Travel,350.0,Sales,2.0,3,Medical,2.0,Male,52.0,3.0,4.0,Manager,2.0,Divorced,16291.0,22577.0,4.0,Y,No,22.0,4.0,4.0,80.0,1,37.0,0.0,2.0,16.0,9.0,14.0,14.0,,18.0,0.8538881454879581
1302,No,35.0,Travel_Rarely,185.0,Research & Development,23.0,4,Medical,2.0,Male,91.0,1.0,1.0,Laboratory Technician,3.0,Married,2705.0,9696.0,0.0,Y,No,16.0,3.0,2.0,80.0,1,6.0,2.0,4.0,5.0,4.0,0.0,3.0,1359.0279753458165,10.0,
1303,No,47.0,Travel_Rarely,1001.0,Research & Development,4.0,3,Life Sciences,3.0,Female,92.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10333.0,19271.0,,Y,Yes,12.0,3.0,3.0,80.0,1,28.0,,3.0,22.0,11.0,14.0,10.0,669.6905114035833,,1.0784601267760534
